"Plot Title: hobo31"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 2413145, SEN S/N: 2413145)","Coupler Attached (LGR S/N: 2413145)","Host Connected (LGR S/N: 2413145)","End Of File (LGR S/N: 2413145)"
1,04/23/24 02:00:00 PM,18.996,,,
2,04/23/24 02:10:00 PM,17.855,,,
3,04/23/24 02:20:00 PM,17.665,,,
4,04/23/24 02:30:00 PM,17.855,,,
5,04/23/24 02:40:00 PM,17.760,,,
6,04/23/24 02:50:00 PM,17.665,,,
7,04/23/24 03:00:00 PM,17.665,,,
8,04/23/24 03:10:00 PM,17.665,,,
9,04/23/24 03:20:00 PM,17.665,,,
10,04/23/24 03:30:00 PM,17.665,,,
11,04/23/24 03:40:00 PM,17.570,,,
12,04/23/24 03:50:00 PM,17.475,,,
13,04/23/24 04:00:00 PM,17.379,,,
14,04/23/24 04:10:00 PM,17.379,,,
15,04/23/24 04:20:00 PM,17.284,,,
16,04/23/24 04:30:00 PM,17.284,,,
17,04/23/24 04:40:00 PM,17.284,,,
18,04/23/24 04:50:00 PM,17.284,,,
19,04/23/24 05:00:00 PM,17.284,,,
20,04/23/24 05:10:00 PM,17.189,,,
21,04/23/24 05:20:00 PM,17.189,,,
22,04/23/24 05:30:00 PM,17.094,,,
23,04/23/24 05:40:00 PM,17.094,,,
24,04/23/24 05:50:00 PM,16.999,,,
25,04/23/24 06:00:00 PM,16.999,,,
26,04/23/24 06:10:00 PM,16.903,,,
27,04/23/24 06:20:00 PM,16.808,,,
28,04/23/24 06:30:00 PM,16.618,,,
29,04/23/24 06:40:00 PM,16.618,,,
30,04/23/24 06:50:00 PM,16.523,,,
31,04/23/24 07:00:00 PM,16.618,,,
32,04/23/24 07:10:00 PM,16.523,,,
33,04/23/24 07:20:00 PM,16.523,,,
34,04/23/24 07:30:00 PM,16.523,,,
35,04/23/24 07:40:00 PM,16.523,,,
36,04/23/24 07:50:00 PM,16.427,,,
37,04/23/24 08:00:00 PM,16.427,,,
38,04/23/24 08:10:00 PM,16.237,,,
39,04/23/24 08:20:00 PM,16.237,,,
40,04/23/24 08:30:00 PM,16.427,,,
41,04/23/24 08:40:00 PM,16.332,,,
42,04/23/24 08:50:00 PM,16.237,,,
43,04/23/24 09:00:00 PM,16.237,,,
44,04/23/24 09:10:00 PM,16.141,,,
45,04/23/24 09:20:00 PM,16.141,,,
46,04/23/24 09:30:00 PM,16.046,,,
47,04/23/24 09:40:00 PM,15.855,,,
48,04/23/24 09:50:00 PM,15.855,,,
49,04/23/24 10:00:00 PM,15.760,,,
50,04/23/24 10:10:00 PM,15.569,,,
51,04/23/24 10:20:00 PM,15.569,,,
52,04/23/24 10:30:00 PM,15.473,,,
53,04/23/24 10:40:00 PM,15.473,,,
54,04/23/24 10:50:00 PM,15.473,,,
55,04/23/24 11:00:00 PM,15.378,,,
56,04/23/24 11:10:00 PM,15.378,,,
57,04/23/24 11:20:00 PM,15.378,,,
58,04/23/24 11:30:00 PM,15.378,,,
59,04/23/24 11:40:00 PM,15.282,,,
60,04/23/24 11:50:00 PM,15.187,,,
61,04/24/24 12:00:00 AM,15.187,,,
62,04/24/24 12:10:00 AM,15.091,,,
63,04/24/24 12:20:00 AM,14.996,,,
64,04/24/24 12:30:00 AM,14.996,,,
65,04/24/24 12:40:00 AM,14.996,,,
66,04/24/24 12:50:00 AM,14.996,,,
67,04/24/24 01:00:00 AM,14.900,,,
68,04/24/24 01:10:00 AM,14.996,,,
69,04/24/24 01:20:00 AM,14.996,,,
70,04/24/24 01:30:00 AM,14.996,,,
