"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_21MAY18.CR3","18979","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-09-12 15:19:00",164287,13.3,28.59,627.1,37.62826,102.3,23.84,87.9,0,1.702,246.8,309.5,14.79,446.2,465.8,301.8,0.048
"2018-09-12 15:20:00",164288,13.31,28.53,619.4,37.16161,102.3,23.84,88.5,0,1.103,187.9,305.7,14.46,446.1,465.4,301.7,0.047
"2018-09-12 15:21:00",164289,13.3,28.46,611.9,36.7114,102.3,23.85,87.5,0,1.269,202.6,301.7,14.45,445.8,465.1,301.6,0.048
"2018-09-12 15:22:00",164290,13.3,28.4,600.7,36.03917,102.3,23.9,87.9,0,1.326,219.5,296.2,14.46,446.2,464.9,301.6,0.049
"2018-09-12 15:23:00",164291,13.3,28.36,586.2,35.17067,102.3,23.86,87.5,0,0.859,322.1,288.9,14.35,446.2,464.5,301.5,0.05
"2018-09-12 15:24:00",164292,13.31,28.3,562.5,33.75206,102.3,23.84,87.9,0,0.732,206.8,277.5,13.69,446.4,464,301.5,0.049
"2018-09-12 15:25:00",164293,13.31,28.25,536.1,32.16709,102.3,23.91,88.2,0,1.281,201.3,264.9,12.78,446.8,464.1,301.4,0.048
"2018-09-12 15:26:00",164294,13.31,28.21,511.4,30.68332,102.3,23.94,88,0,1.352,207.3,252,12.14,446.6,463.9,301.4,0.048
"2018-09-12 15:27:00",164295,13.31,28.17,494,29.64082,102.3,24.01,88.1,0,1.419,205,243.1,11.84,446.9,463.8,301.3,0.049
"2018-09-12 15:28:00",164296,13.31,28.16,474.6,28.47781,102.3,23.86,87.3,0,2.025,183.2,233.2,11.04,446.5,463.6,301.3,0.047
"2018-09-12 15:29:00",164297,13.31,28.14,452.9,27.17156,102.3,23.86,87.2,0,0.671,187,220.5,9.93,445.5,463,301.3,0.045
"2018-09-12 15:30:00",164298,13.31,28.14,438.7,26.32192,102.3,23.93,87.1,0,0.73,202.3,211.3,9.49,443.8,462.8,301.3,0.045
"2018-09-12 15:31:00",164299,13.31,28.14,436.1,26.16842,102.3,23.88,86.4,0,1.591,209.7,207.4,9.48,442.4,462.7,301.3,0.046
"2018-09-12 15:32:00",164300,13.31,28.14,444.5,26.66796,102.3,23.81,87.2,0,1.282,273.8,209.5,9.39,441.3,462.8,301.3,0.045
"2018-09-12 15:33:00",164301,13.31,28.14,464,27.84171,102.3,23.81,86.9,0,1.735,202.4,219.1,9.94,440.7,463.1,301.3,0.045
"2018-09-12 15:34:00",164302,13.31,28.15,493,29.57813,102.3,23.68,87.9,0,1.886,178.7,234.6,11.05,440,463.3,301.3,0.047
"2018-09-12 15:35:00",164303,13.31,28.15,524.4,31.46416,102.2,23.67,87.8,0,0.655,232.8,251,11.99,438,463.2,301.3,0.048
"2018-09-12 15:36:00",164304,13.31,28.16,554.9,33.29268,102.2,23.71,87.4,0,1.266,234.4,267.3,13.46,435.9,463.3,301.3,0.05
"2018-09-12 15:37:00",164305,13.31,28.17,631,37.8629,102.2,23.67,87.7,0,0.856,179.2,297.2,16.36,434,463.3,301.3,0.055
"2018-09-12 15:38:00",164306,13.31,28.17,701.1,42.06346,102.2,23.86,88,0,0.408,171,345,20.42,431.8,463,301.3,0.059
"2018-09-12 15:39:00",164307,13.31,28.18,948,56.85837,102.2,23.99,87.2,0,0.717,237.1,432.5,28.54,430.6,463.1,301.3,0.066
"2018-09-12 15:40:00",164308,13.31,28.18,1057,63.41651,102.2,24.12,86.9,0,0.283,267.3,572.1,41.1,431.2,462.5,301.3,0.069
"2018-09-12 15:41:00",164309,13.31,28.2,708.7,42.52129,102.2,24.15,86.3,0,0.627,267,351.4,19.85,431.9,461.8,301.3,0.056
"2018-09-12 15:42:00",164310,13.31,28.21,819,49.14354,102.2,24.15,85.7,0,1.16,230.1,396.7,23.88,434.6,462.1,301.4,0.06
"2018-09-12 15:43:00",164311,13.31,28.22,1023,61.36647,102.2,24.04,85.8,0,1.047,227.7,513.9,34.61,437.3,462.4,301.4,0.067
"2018-09-12 15:44:00",164312,13.31,28.24,994,59.61385,102.2,24.05,85.4,0,0.933,258.9,512.9,33.12,439.6,462.5,301.4,0.064
"2018-09-12 15:45:00",164313,13.31,28.26,756,45.36002,102.2,24.09,86.4,0,0.702,302,386.8,22.94,440.7,461.8,301.4,0.059
"2018-09-12 15:46:00",164314,13.31,28.28,881,52.87854,102.2,24.18,85.8,0,0.514,319.2,449.5,30.12,441.6,461.3,301.4,0.067
