"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_24SEP18.CR3","13993","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-10-08 09:46:00",20096,13.39,24.15,536,32.15989,102.7,22.2,94.5,0,0.913,313.7,228.4,11.76,403.5,443.6,297.3,0.052
"2018-10-08 09:47:00",20097,13.38,24.25,689.1,41.34845,102.7,22.26,94.1,0,0.918,345.7,231,13.78,403.8,444.1,297.4,0.06
"2018-10-08 09:48:00",20098,13.37,24.37,862,51.71559,102.7,22.32,93.9,0,0.475,334.7,233.1,16.83,405,444.8,297.5,0.072
"2018-10-08 09:49:00",20099,13.38,24.52,938,56.30266,102.7,22.48,93.4,0,1.292,350.7,225.6,18.4,405,445.5,297.6,0.082
"2018-10-08 09:50:00",20100,13.38,24.7,951,57.04234,102.7,22.49,93.1,0,0.941,0.744,204.8,17.92,401.9,446.4,297.8,0.088
"2018-10-08 09:51:00",20101,13.38,24.88,914,54.83205,102.7,22.6,92.6,0,0.526,15.83,179.8,16.57,397.1,447.6,297.9,0.092
"2018-10-08 09:52:00",20102,13.38,25.05,880,52.80226,102.7,22.71,92,0,0.433,338.2,215.6,16.08,394.2,448.2,298.1,0.076
"2018-10-08 09:53:00",20103,13.38,25.2,893,53.59557,102.7,22.77,91.3,0,0.89,301.4,366.5,16.51,395.2,448.8,298.3,0.046
"2018-10-08 09:54:00",20104,13.38,25.34,751.2,45.06943,102.7,22.82,91.1,0,1.044,261.9,370.9,14.72,397.5,449.3,298.4,0.04
"2018-10-08 09:55:00",20105,13.38,25.47,850,50.97348,102.7,22.99,89.9,0,1.455,154.9,407.6,16.45,398.7,450.1,298.6,0.041
"2018-10-08 09:56:00",20106,13.38,25.59,540,32.39756,102.7,23.04,88.9,0,2.076,87.8,271,12.86,398.8,450.3,298.7,0.05
"2018-10-08 09:57:00",20107,13.38,25.7,346.3,20.7787,102.7,22.96,89,0,0.248,222.4,166.3,9.5,400.1,450.2,298.8,0.057
"2018-10-08 09:58:00",20108,13.38,25.81,272,16.32066,102.7,22.98,89.2,0,1.161,84.4,131.3,7.603,406.8,450.9,298.9,0.058
"2018-10-08 09:59:00",20109,13.38,25.9,241.2,14.47306,102.7,22.9,89,0,0.706,65.2,114.1,6.473,414.7,451.4,299,0.057
"2018-10-08 10:00:00",20110,13.36,25.99,216.7,13.00488,102.7,22.84,89.6,0,1.026,269.2,99.1,5.134,414.5,452.3,299.1,0.052
"2018-10-08 10:01:00",20111,13.36,26.06,208.5,12.51008,102.7,22.77,90,0,1.465,181.4,91.9,4.291,412.2,452.9,299.2,0.047
"2018-10-08 10:02:00",20112,13.29,26.13,200.3,12.01524,102.7,22.68,90.4,0,1.385,284.4,88.4,3.973,412.4,453.3,299.3,0.045
"2018-10-08 10:03:00",20113,13.27,26.19,189,11.33735,102.7,22.61,90.7,0,0.459,303.4,82.3,3.378,416.6,453.5,299.3,0.041
"2018-10-08 10:04:00",20114,13.32,26.24,203.3,12.20054,102.7,22.58,91,0,0.704,159,89.1,3.207,424.9,454.1,299.4,0.036
"2018-10-08 10:05:00",20115,13.33,26.29,221.3,13.27813,102.7,22.56,91.2,0,1.349,201.9,99.2,3.854,431,455,299.4,0.039
"2018-10-08 10:06:00",20116,13.34,26.33,238,14.27896,102.7,22.56,91.4,0,0.526,196.1,107.9,4.502,434.9,455.5,299.5,0.042
"2018-10-08 10:07:00",20117,13.35,26.36,257.1,15.42819,102.7,22.58,91.6,0,0.479,195.9,119.1,5.511,439.3,455.9,299.5,0.046
"2018-10-08 10:08:00",20118,13.37,26.38,282.2,16.93032,102.7,22.61,91.7,0,0.358,136.2,131.4,6.433,442.7,456.1,299.5,0.049
"2018-10-08 10:09:00",20119,13.4,26.41,341.9,20.51636,102.7,22.61,91.5,0,0.619,186.8,160.8,7.795,444,456.2,299.5,0.049
"2018-10-08 10:10:00",20120,13.38,26.42,424,25.44105,102.7,22.6,91.5,0,0.823,190.1,202.2,9.74,444.1,456.3,299.6,0.048
"2018-10-08 10:11:00",20121,13.38,26.44,465.1,27.90892,102.7,22.6,91.5,0,0.836,280.5,228.8,11.37,442.9,456.1,299.6,0.05
"2018-10-08 10:12:00",20122,13.38,26.46,456.4,27.38621,102.7,22.61,91.5,0,0.988,196.8,227.8,11.93,440.9,456.2,299.6,0.052
"2018-10-08 10:13:00",20123,13.38,26.47,442.3,26.5359,102.7,22.57,91.7,0,1.204,180.5,221.2,12.09,441.1,456.3,299.6,0.055
