"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_24SEP18.CR3","13993","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-05-20 09:52:00",1,13.35,29.34,1529,91.71504,101.6,25.08,60.59,0,0.142,70.49,790.5,8.98,386.1,454,302.5,0.011
"2019-05-20 09:53:00",2,13.35,29.43,1532,91.94711,101.6,25.18,62.12,0,0.016,40.72,791.9,8.53,387,454.4,302.5,0.011
"2019-05-20 09:54:00",3,13.35,29.54,1535,92.12025,101.6,25.32,60.21,0,0.501,130.4,794,8.07,387.1,454.8,302.6,0.01
"2019-05-20 09:55:00",4,13.35,29.66,1540,92.42749,101.6,25.58,60.27,0,0.532,189.1,795.8,7.101,387.6,455.3,302.8,0.009
"2019-05-20 09:56:00",5,13.35,29.78,1547,92.84624,101.6,25.71,61.85,0,1.08,132.8,800,6.513,387.7,456.3,302.9,0.008
"2019-05-20 09:57:00",6,13.35,29.9,1554,93.23649,101.6,25.64,63.42,0,0.387,109.3,803,5.842,388.2,456.7,303,0.007
"2019-05-20 09:58:00",7,13.35,30.01,1553,93.16876,101.6,25.83,59.47,0,0.271,22.65,803,5.673,388.6,456.6,303.1,0.007
"2019-05-20 09:59:00",8,13.35,30.13,1556,93.3833,101.6,25.72,59.17,0,0.733,10.49,804,5.266,389.3,456.8,303.2,0.007
"2019-05-20 10:00:00",9,13.35,30.24,1550,93.02409,101.6,25.52,58.76,0,1.49,29.22,803,5.104,390.3,457.5,303.3,0.006
"2019-05-20 10:01:00",10,13.35,30.35,1557,93.42541,101.6,25.34,60.87,0,1.63,1.319,805,4.741,391.3,458.2,303.5,0.006
"2019-05-20 10:02:00",11,13.31,30.46,1572,94.32008,101.6,25.24,61.13,0,1.042,0.094,812,4.956,392.1,458.8,303.6,0.006
"2019-05-20 10:03:00",12,13.31,30.56,1578,94.67445,101.6,25.13,59.6,0,1.767,53.67,816,5.171,393,458.9,303.7,0.006
"2019-05-20 10:04:00",13,13.31,30.66,1576,94.55313,101.6,25.1,59.75,0,1.658,31.28,816,4.261,394,460,303.8,0.005
"2019-05-20 10:05:00",14,13.31,30.75,1590,95.42404,101.6,25.17,60.67,0,1.313,52.6,821,6.433,394.7,460.8,303.9,0.008
"2019-05-20 10:06:00",15,13.32,30.83,1593,95.60961,101.6,25.27,59.73,0,0.477,17.22,824,8.81,395.1,461.2,303.9,0.011
"2019-05-20 10:07:00",16,13.32,30.91,1600,95.98765,101.6,25.36,60.58,0,1.29,347.6,826,10.54,396.1,461.7,304,0.013
"2019-05-20 10:08:00",17,13.32,30.99,1591,95.45931,101.6,25.29,59.66,0,1.215,61.83,823,11.25,396.7,462.7,304.1,0.014
"2019-05-20 10:09:00",18,13.32,31.06,1600,95.97092,101.6,25.39,60.78,0,1.071,167.9,827,11.29,397.4,463.6,304.2,0.014
"2019-05-20 10:10:00",19,13.31,31.13,1611,96.68043,101.6,25.7,58.37,0,1.004,117.5,833,10.9,397.6,464.4,304.2,0.013
"2019-05-20 10:11:00",20,13.32,31.2,1580,94.82237,101.6,25.86,58.08,0,1.885,111.3,819,11.08,398,465.2,304.3,0.014
"2019-05-20 10:12:00",21,13.32,31.26,1595,95.72318,101.6,25.6,58.81,0,2.604,142.1,828,11.36,398.8,466.5,304.4,0.014
"2019-05-20 10:13:00",22,13.32,31.32,1609,96.56133,101.6,25.55,59.61,0,1.312,154.6,836,11.17,399.6,466.4,304.4,0.013
"2019-05-20 10:14:00",23,13.32,31.38,1623,97.38184,101.6,25.72,57.77,0,2.501,144.1,841,10.91,400.2,467.5,304.5,0.013
"2019-05-20 10:15:00",24,13.32,31.43,1628,97.68474,101.6,25.79,56.67,0,1.952,112,842,10.37,400.8,467.5,304.6,0.012
"2019-05-20 10:16:00",25,13.32,31.48,1623,97.40332,101.6,25.85,58.83,0,2.435,342.9,841,11.25,401.7,468.3,304.6,0.013
"2019-05-20 10:17:00",26,13.32,31.52,1640,98.42033,101.6,25.87,57.24,0,1.575,150.3,849,9.52,402.4,468,304.6,0.011
"2019-05-20 10:18:00",27,13.32,31.56,1628,97.66484,101.6,25.91,55.98,0,1.215,108.9,845,7.693,402,467.6,304.7,0.009
"2019-05-20 10:19:00",28,13.32,31.59,1364,81.84583,101.6,25.77,56.75,0,4.353,132.6,713.6,9.62,402.9,469.4,304.7,0.013
"2019-05-20 10:20:00",29,13.32,31.63,1598,95.8956,101.6,25.64,56.64,0,1.349,4.255,790.9,9.69,403.7,469,304.8,0.012
