"TOA5","CR3000","CR3000","10344","CR3000.Std.27.04","CPU:CR3000_6Sensors_25JUL16.CR3","47280","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2017-10-09 13:55:00",0,13.38,28.18,811,44.57994,97.4,26.78,68.39,0,1.326,2.831,387.1,19.09,423.4,443.3,301.3,0.049
"2017-10-09 13:56:00",1,13.33,28.22,1110,66.62484,101.5,26.8,68.47,0,0.995,328.7,550,29.13,421.4,443.5,301.4,0.053
"2017-10-09 13:57:00",2,13.34,28.26,1221,73.23009,101.5,26.87,69.2,0,1.565,60.54,612.9,31.87,416.9,443.4,301.4,0.052
"2017-10-09 13:58:00",3,13.34,28.32,1168,70.10651,101.5,26.91,68.53,0,1.405,88.4,584.2,31.08,414.6,443.8,301.4,0.053
"2017-10-09 13:59:00",4,13.35,28.39,1161,69.6451,101.5,27.01,67.95,0,0.426,87.3,581.4,30.83,414.9,444.1,301.5,0.053
"2017-10-09 14:00:00",5,13.35,28.48,1189,71.32093,101.5,27.11,67.51,0,0.403,20.23,594.3,30.4,414.2,444.3,301.6,0.051
"2017-10-09 14:01:00",6,13.35,28.58,1198,71.85317,101.5,27.21,66.47,0,0.929,27.34,604.4,30.73,413.1,444.4,301.7,0.051
"2017-10-09 14:02:00",7,13.35,28.67,1092,65.51183,101.5,27.19,65.94,0,0.521,35.6,541.4,25.81,411.4,444.5,301.8,0.048
"2017-10-09 14:03:00",8,13.35,28.74,1189,71.31498,101.5,27.28,66.71,0,1.192,227.6,592.6,28.36,411.3,445.4,301.9,0.048
"2017-10-09 14:04:00",9,13.35,28.81,1161,69.68385,101.5,27.45,65.6,0,1.764,121.6,583.6,28.82,410.2,446.7,301.9,0.049
"2017-10-09 14:05:00",10,13.35,28.86,879,52.7618,101.5,27.25,65.96,0,2.675,124.7,439,21.36,411.5,447.7,302,0.049
"2017-10-09 14:06:00",11,13.35,28.9,789.1,47.34448,101.5,27.18,65.4,0,2.391,150.5,381.5,18.68,416.3,447.5,302,0.049
"2017-10-09 14:07:00",12,13.35,28.94,1216,72.98,101.5,27.14,66.01,0,4.029,160.9,603.8,34.47,422.6,448.1,302.1,0.057
"2017-10-09 14:08:00",13,13.35,28.96,1293,77.5903,101.5,27.17,65.81,0,2.974,120,651.3,36.89,425.5,448.1,302.1,0.057
"2017-10-09 14:09:00",14,13.35,28.98,1128,67.68551,101.5,27.16,65.82,0,1.196,178.5,575,31.18,426.5,447.6,302.1,0.054
"2017-10-09 14:10:00",15,13.35,29,834,50.04361,101.5,27.32,65.63,0,0.889,121.4,421.1,20.35,425.1,447.7,302.1,0.048
"2017-10-09 14:11:00",16,13.34,29.01,819,49.13581,101.5,27.34,64.04,0,1.202,0.95,407.7,19.53,421.5,447.3,302.2,0.048
"2017-10-09 14:12:00",17,13.35,29.02,867,52.03804,101.5,27.2,65.83,0,1.197,12.91,423.9,20.53,420.8,447.2,302.2,0.048
"2017-10-09 14:13:00",18,13.35,29.02,940,56.41831,101.5,27.19,65.67,0,0.565,246.6,478.6,23.29,422.6,447.2,302.2,0.048
"2017-10-09 14:14:00",19,13.35,29.03,629.9,37.79367,101.5,27.18,66,0,1.478,50.79,311.4,12.86,424.5,447.5,302.2,0.041
"2017-10-09 14:15:00",20,13.35,29.03,579.5,34.76857,101.5,27.05,66.62,0,0.575,329.3,283.3,11.58,427.9,448.1,302.2,0.041
"2017-10-09 14:16:00",21,13.35,29.03,665,39.90176,101.5,27.04,65.68,0,0.537,201.8,326.1,14.66,429.5,447.8,302.2,0.045
"2017-10-09 14:17:00",22,13.35,29.03,700.6,42.03896,101.5,27.03,65.33,0,0.586,188.5,347.5,16.37,430.6,448.8,302.2,0.047
"2017-10-09 14:18:00",23,13.35,29.03,543,32.57724,101.5,27.07,65.7,0,1.46,122.6,266.5,11.31,432.4,449.5,302.2,0.042
"2017-10-09 14:19:00",24,13.36,29.03,544.4,32.66429,101.5,26.95,66.31,0,1.196,101.9,261.1,11.88,434.7,450.6,302.2,0.045
"2017-10-09 14:20:00",25,13.35,29.03,649.1,38.94879,101.5,26.92,66.19,0,1.906,121.1,313.7,15.36,434.6,451.2,302.2,0.049
"2017-10-09 14:21:00",26,13.35,29.02,545.4,32.72658,101.5,26.84,66.28,0,3.335,99.9,269.5,13.13,432.9,451.7,302.2,0.049
"2017-10-09 14:22:00",27,13.35,29.01,506.3,30.37839,101.5,26.8,66.71,0,0.965,127.4,246.8,11.91,434.7,451.2,302.2,0.048
