"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_24SEP18.CR3","13993","FCRmet"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-11-08 18:45:00",0,12.84,2.517,0.086,0.002143971,93.3,1.345,55.79,0,2.426,0.076,-5.005,3.159,235.4,360.2,275.7,-0.631
"2019-11-08 18:46:00",1,12.87,2.434,0.086,0.005145521,102.5,1.261,52.86,0,1.865,28.03,-5.326,3.171,235.2,359.4,275.6,-0.597
"2019-11-08 18:47:00",2,12.87,2.379,0.093,0.005574287,102.5,1.069,54.22,0,1.485,354.5,-6.079,3.055,235.2,358.6,275.6,-0.503
"2019-11-08 18:48:00",3,12.87,2.344,0.086,0.005145459,102.5,1.163,56.37,0,1.576,17.44,-6.193,3.452,235.1,358.4,275.5,-0.557
"2019-11-08 18:49:00",4,12.87,2.323,0.093,0.005574233,102.5,1.021,50.37,0,1.504,10.99,-6.446,3.446,235.4,358.3,275.5,-0.535
"2019-11-08 18:50:00",5,12.87,2.308,0.093,0.005574222,102.5,1.067,49.32,0,1.517,354.5,-6.253,3.657,235.5,358.4,275.5,-0.586
"2019-11-08 18:51:00",6,12.87,2.297,0.1,0.006003,102.5,1.089,49.73,0,1.455,20.42,-6.174,3.836,235.6,358.2,275.5,-0.621
"2019-11-08 18:52:00",7,12.87,2.286,0.093,0.005574236,102.5,1.063,54.06,0,1.785,0.012,-6.291,3.813,235.9,358.2,275.4,-0.608
"2019-11-08 18:53:00",8,12.87,2.279,0.079,0.004716678,102.5,1.259,51.21,0,1.535,0.006,-5.598,4.239,235.9,358,275.4,-0.758
"2019-11-08 18:54:00",9,12.87,2.268,0.1,0.006003051,102.5,1.172,51.89,0,2.592,340,-5.769,3.961,235.9,358,275.4,-0.687
"2019-11-08 18:55:00",10,12.87,2.26,0.086,0.005145476,102.5,1.338,51.75,0,3.062,321.9,-4.94,4.037,235.8,359.2,275.4,-0.819
"2019-11-08 18:56:00",11,12.87,2.252,0.093,0.005574267,102.5,1.44,55.4,0,2.878,350,-4.376,4.113,235.8,360,275.4,-0.942
"2019-11-08 18:57:00",12,12.87,2.244,0.093,0.005574251,102.5,1.535,52.3,0,2.61,7.463,-3.927,4.365,235.8,359.7,275.4,-1.113
"2019-11-08 18:58:00",13,12.87,2.239,0.107,0.006431837,102.5,1.517,52.16,0,1.532,0.082,-4.351,4.352,236,359.3,275.4,-1.005
"2019-11-08 18:59:00",14,12.87,2.231,0.107,0.006431843,102.5,1.494,55.51,0,2.556,336.8,-4.94,4.14,235.9,358.5,275.4,-0.839
"2019-11-08 19:00:00",15,12.87,2.226,0.114,0.006860638,102.5,1.545,49.01,0,2.749,339.4,-4.32,4.338,235.8,359,275.4,-1.005
"2019-11-08 19:01:00",16,12.87,2.221,0.121,0.007289433,102.5,1.549,48.07,0,2.974,0.012,-4.237,4.143,235.9,359.2,275.4,-0.983
"2019-11-08 19:02:00",17,12.87,2.216,0.114,0.006860646,102.5,1.695,46.32,0,3.036,351.5,-3.946,4.226,235.9,358.9,275.4,-1.072
"2019-11-08 19:03:00",18,12.87,2.211,0.1,0.006003068,102.5,1.86,46.33,0,2.138,4.899,-3.544,4.497,235.9,358.8,275.4,-1.27
"2019-11-08 19:04:00",19,12.87,2.208,0.136,0.008147024,102.5,1.807,46.74,0,1.998,353.1,-3.892,4.471,236,358,275.4,-1.156
"2019-11-08 19:05:00",20,12.86,2.208,0.107,0.006431863,102.5,1.755,47.75,0,2.703,323.1,-4.263,4.193,236.3,357.6,275.4,-0.986
"2019-11-08 19:06:00",21,12.86,2.205,0.121,0.007289446,102.5,1.806,51.64,0,2.257,349.2,-4.361,4.15,236.7,357,275.4,-0.953
"2019-11-08 19:07:00",22,12.86,2.205,0.129,0.007718268,102.5,1.898,43.66,0,3.683,9.3,-4.044,4.269,236.6,356.7,275.4,-1.072
"2019-11-08 19:08:00",23,12.86,2.205,0.129,0.007718267,102.5,1.947,50.32,0,2.416,340.3,-3.759,4.285,236.7,357.9,275.4,-1.146
"2019-11-08 19:09:00",24,12.86,2.205,0.129,0.007718264,102.5,1.92,46.78,0,3.107,6.02,-3.731,4.378,236.8,357.4,275.4,-1.181
"2019-11-08 19:10:00",25,12.86,2.208,0.15,0.009004618,102.5,2.012,46.84,0,2.009,14.76,-3.867,4.431,236.9,357.2,275.4,-1.149
"2019-11-08 19:11:00",26,12.86,2.211,0.114,0.006860637,102.5,2.116,46.37,0,3.205,338.5,-3.94,4.441,236.7,356.6,275.4,-1.132
