"TOA5","TEST","CR6","15331","CR6.Std.10.02 CR6-WIFI.05","CPU:FCR_CO2_20211008_forCR6.CR6","47560","FCR_CO2"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","CO2_1_Avg","CO2_2_Avg"
"TS","RN","Volts","degC","ppm","ppm"
"","","Min","Smp","Avg","Avg"
"2022-01-31 13:12:00",148468,14.81,7.686,10062.94,25.07106
"2022-01-31 13:13:00",148469,14.8,7.437,10061.22,18.2498
"2022-01-31 13:14:00",148470,14.81,7.261,10063.29,21.48632
"2022-01-31 13:15:00",148471,14.81,7.151,10061.77,21.59159
"2022-01-31 13:16:00",148472,14.81,7.091,10060.87,23.05127
"2022-01-31 13:17:00",148473,14.81,7.062,10062.64,23.55939
"2022-01-31 13:18:00",148474,14.82,7.054,10061.17,18.31131
"2022-01-31 13:19:00",148475,14.81,7.063,10060.81,22.12647
"2022-01-31 13:20:00",148476,14.8,7.081,10062.71,25.34452
"2022-01-31 13:21:00",148477,14.81,7.105,10061.13,18.13817
"2022-01-31 13:22:00",148478,14.81,7.134,10061.28,18.16847
"2022-01-31 13:23:00",148479,14.8,7.167,10062.61,25.82995
"2022-01-31 13:24:00",148480,14.81,7.203,10061.65,12.5027
"2022-01-31 13:25:00",148481,14.81,7.244,10062.05,16.31665
"2022-01-31 13:26:00",148482,14.8,7.287,10062.2,24.86267
"2022-01-31 13:27:00",148483,14.81,7.334,10062.08,18.0843
"2022-01-31 13:28:00",148484,14.72,7.384,10061.3,18.21167
"2022-01-31 13:29:00",148485,14.81,7.433,10061.43,31.14752
"2022-01-31 13:30:00",148486,14.73,7.486,10061.4,21.98445
"2022-01-31 13:31:00",148487,14.81,7.538,10061.2,19.957
"2022-01-31 13:32:00",148488,14.82,7.588,10061.34,28.1132
"2022-01-31 13:33:00",148489,14.8,7.642,10061.33,21.95453
"2022-01-31 13:34:00",148490,14.8,7.696,10061.23,13.93801
"2022-01-31 13:35:00",148491,14.79,7.751,10060.67,24.21247
"2022-01-31 13:36:00",148492,14.8,7.808,10061.8,16.28612
"2022-01-31 13:37:00",148493,14.79,7.868,10061.15,15.03347
"2022-01-31 13:38:00",148494,14.81,7.932,10060.71,23.54752
"2022-01-31 13:39:00",148495,14.8,7.993,10061.96,18.96514
"2022-01-31 13:40:00",148496,14.8,8.06,10061.95,19.81469
"2022-01-31 13:41:00",148497,14.79,8.12,10061.48,25.91592
"2022-01-31 13:42:00",148498,14.8,8.18,10062.43,18.89186
"2022-01-31 13:43:00",148499,14.8,8.24,10061.58,19.93229
"2022-01-31 13:44:00",148500,14.75,8.3,10060.09,22.21811
"2022-01-31 13:45:00",148501,14.79,8.36,10062.39,24.11737
"2022-01-31 13:46:00",148502,14.8,8.43,10060.87,25.63731
"2022-01-31 13:47:00",148503,14.81,8.49,10060.38,22.564
"2022-01-31 13:48:00",148504,14.79,8.55,10061.92,24.73659
"2022-01-31 13:49:00",148505,14.81,8.6,10060.31,22.27765
"2022-01-31 13:50:00",148506,14.81,8.67,10059.97,14.96373
"2022-01-31 13:51:00",148507,14.79,8.73,10062.38,18.55195
"2022-01-31 13:52:00",148508,14.79,8.79,10060.62,22.24691
"2022-01-31 13:53:00",148509,14.8,8.86,10060.9,14.4566
"2022-01-31 13:54:00",148510,14.81,8.93,10061.75,17.26915
"2022-01-31 13:55:00",148511,14.8,9,10061.41,26.12888
"2022-01-31 13:56:00",148512,14.82,9.07,10061.89,20.47093
"2022-01-31 13:57:00",148513,14.81,9.14,10061.26,22.17125
"2022-01-31 13:58:00",148514,14.82,9.22,10061.51,29.71049
"2022-01-31 13:59:00",148515,14.81,9.3,10061.19,19.77268
"2022-01-31 14:00:00",148516,14.82,9.38,10060.89,21.78737
"2022-01-31 14:01:00",148517,14.83,9.46,10061.17,26.36688
"2022-01-31 14:02:00",148518,14.79,9.54,10060.85,20.25934
"2022-01-31 14:03:00",148519,14.83,9.62,10060.55,16.5388
"2022-01-31 14:04:00",148520,14.82,9.69,10061.21,29.8832
"2022-01-31 14:05:00",148521,14.82,9.75,10060.92,16.4409
"2022-01-31 14:06:00",148522,14.81,9.82,10059.67,14.38166
