"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_21MAY18.CR3","18979","stats"
"TIMESTAMP","RECORD","AirTC_mean","e_hmp_mean","RH_mean","t_dew_hmp_mean","duty_cycle"
"TS","RN","C","kPa","percent","C",""
"","","Smp","Smp","Smp","Smp","Smp"
"2018-08-06 14:01:00",110929,31.78684,2.513873,53.50745,21.19843,1
"2018-08-06 14:02:00",110930,32.03177,2.558167,53.70236,21.48385,1
"2018-08-06 14:03:00",110931,32.10097,2.537524,53.06109,21.35159,1
"2018-08-06 14:04:00",110932,32.11295,2.545055,53.18124,21.39956,1
"2018-08-06 14:05:00",110933,32.18283,2.540317,52.87278,21.36903,1
"2018-08-06 14:06:00",110934,32.24248,2.517863,52.22967,21.22437,1
"2018-08-06 14:07:00",110935,33.18283,2.734632,53.79728,22.57542,1
"2018-08-06 14:08:00",110936,32.99627,2.676912,53.22019,22.22596,1
"2018-08-06 14:09:00",110937,32.58451,2.63486,53.61263,21.96671,1
"2018-08-06 14:10:00",110938,32.21162,2.567483,53.35165,21.54279,1
"2018-08-06 14:11:00",110939,32.07506,2.484477,52.02531,21.00652,1
"2018-08-06 14:12:00",110940,32.02494,2.506033,52.62804,21.14794,1
"2018-08-06 14:13:00",110941,32.1212,2.600145,54.30648,21.74936,1
"2018-08-06 14:14:00",110942,32.20786,2.621156,54.47829,21.88121,1
"2018-08-06 14:15:00",110943,32.17154,2.565058,53.41967,21.52664,1
"2018-08-06 14:16:00",110944,32.40877,2.585879,53.14058,21.65981,1
"2018-08-06 14:17:00",110945,32.75296,2.601672,52.43935,21.75953,1
"2018-08-06 14:18:00",110946,32.7222,2.563325,51.75578,21.5167,1
"2018-08-06 14:19:00",110947,33.14354,2.630788,51.86361,21.93789,1
"2018-08-06 14:20:00",110948,32.7577,2.494542,50.26281,21.0719,1
"2018-08-06 14:21:00",110949,32.42384,2.430503,49.9038,20.64986,1
"2018-08-06 14:22:00",110950,32.18895,2.393831,49.80569,20.4031,1
"2018-08-06 14:23:00",110951,31.65308,2.463068,52.82505,20.86615,1
"2018-08-06 14:24:00",110952,31.29374,2.374294,51.97133,20.27105,1
"2018-08-06 14:25:00",110953,31.12678,2.291127,50.63053,19.69568,1
"2018-08-06 14:26:00",110954,30.97999,2.330167,51.92456,19.96788,1
"2018-08-06 14:27:00",110955,30.89456,2.34285,52.46189,20.05551,1
"2018-08-06 14:28:00",110956,30.73286,2.296492,51.90088,19.73318,1
"2018-08-06 14:29:00",110957,30.67949,2.241016,50.80188,19.33976,1
"2018-08-06 14:30:00",110958,30.70462,2.272562,51.44329,19.56459,1
"2018-08-06 14:31:00",110959,30.74162,2.287868,51.67993,19.67251,1
"2018-08-06 14:32:00",110960,30.80517,2.302964,51.8328,19.77854,1
"2018-08-06 14:33:00",110961,30.78553,2.293609,51.68091,19.71318,1
"2018-08-06 14:34:00",110962,30.85402,2.336479,52.44096,20.01173,1
"2018-08-06 14:35:00",110963,30.89092,2.361152,52.88389,20.18165,1
"2018-08-06 14:36:00",110964,30.94373,2.240671,50.03421,19.33733,1
"2018-08-06 14:37:00",110965,30.91364,2.272837,50.83978,19.5666,1
"2018-08-06 14:38:00",110966,30.76486,2.26747,51.15183,19.5285,1
"2018-08-06 14:39:00",110967,30.69366,2.302398,52.15173,19.77483,1
"2018-08-06 14:40:00",110968,30.7184,2.312535,52.30703,19.84556,1
"2018-08-06 14:41:00",110969,30.69066,2.339997,53.01225,20.03615,1
"2018-08-06 14:42:00",110970,30.66203,2.27279,51.57411,19.56633,1
"2018-08-06 14:43:00",110971,30.91305,2.288812,51.19888,19.67938,1
"2018-08-06 14:44:00",110972,31.23406,2.279878,50.07323,19.61572,1
"2018-08-06 14:45:00",110973,31.44295,2.29783,49.87398,19.74272,1
"2018-08-06 14:46:00",110974,31.2999,2.397819,52.46646,20.43025,1
"2018-08-06 14:47:00",110975,30.81611,2.317534,52.12842,19.88033,1
"2018-08-06 14:48:00",110976,30.68879,2.293437,51.96273,19.71183,1
"2018-08-06 14:49:00",110977,30.65348,2.348741,53.32317,20.09632,1
"2018-08-06 14:50:00",110978,30.57035,2.346087,53.51685,20.07816,1
"2018-08-06 14:51:00",110979,30.55215,2.337013,53.36452,20.01531,1
"2018-08-06 14:52:00",110980,30.55715,2.317426,52.90241,19.87954,1
"2018-08-06 14:53:00",110981,30.71482,2.343413,53.0162,20.05964,1
"2018-08-06 14:54:00",110982,30.84045,2.43007,54.58383,20.64757,1
"2018-08-06 14:55:00",110983,30.75927,2.320141,52.35684,19.89855,1
"2018-08-06 14:56:00",110984,30.79056,2.42311,54.58273,20.60105,1
"2018-08-06 14:57:00",110985,30.86051,2.396395,53.76609,20.42136,1
"2018-08-06 14:58:00",110986,30.71822,2.217879,50.1665,19.17318,1
"2018-08-06 14:59:00",110987,30.67353,2.303209,52.22945,19.78031,1
"2018-08-06 15:00:00",110988,30.58578,2.340806,53.34933,20.04176,1
"2018-08-06 15:01:00",110989,30.63316,2.26867,51.56569,19.53716,1
"2018-08-06 15:02:00",110990,30.66356,2.257598,51.22458,19.45833,1
"2018-08-06 15:03:00",110991,30.60305,2.25431,51.32664,19.43475,1
"2018-08-06 15:04:00",110992,30.61513,2.216849,50.43906,19.16564,1
"2018-08-06 15:05:00",110993,30.65561,2.233141,50.69269,19.28329,1
"2018-08-06 15:06:00",110994,30.79943,2.239464,50.42093,19.32882,1
