"TOA5","CR3000","CR3000","10344","CR3000.Std.32.02","CPU:CR3000_6Sensors_21MAY18.CR3","18979","stats"
"TIMESTAMP","RECORD","AirTC_mean","e_hmp_mean","RH_mean","t_dew_hmp_mean","duty_cycle"
"TS","RN","C","kPa","percent","C",""
"","","Smp","Smp","Smp","Smp","Smp"
"2018-06-28 10:16:00",54544,24.7939,2.145287,68.57806,18.64045,1
"2018-06-28 10:17:00",54545,24.79805,2.161086,69.06603,18.75777,1
"2018-06-28 10:18:00",54546,24.79944,2.157279,68.93867,18.72958,1
"2018-06-28 10:19:00",54547,24.73534,2.195706,70.43578,19.01225,1
"2018-06-28 10:20:00",54548,24.6403,2.191072,70.68745,18.9784,1
"2018-06-28 10:21:00",54549,24.64887,2.164699,69.8007,18.78448,1
"2018-06-28 10:22:00",54550,24.71661,2.166618,69.58018,18.79862,1
"2018-06-28 10:23:00",54551,24.74337,2.178262,69.84258,18.88445,1
"2018-06-28 10:24:00",54552,24.69301,2.182796,70.19894,18.91777,1
"2018-06-28 10:25:00",54553,24.68604,2.178645,70.0945,18.88725,1
"2018-06-28 10:26:00",54554,24.72406,2.15861,69.29237,18.73943,1
"2018-06-28 10:27:00",54555,24.68582,2.188289,70.40566,18.95799,1
"2018-06-28 10:28:00",54556,24.71475,2.191584,70.39005,18.98213,1
"2018-06-28 10:29:00",54557,24.75172,2.227286,71.37888,19.24129,1
"2018-06-28 10:30:00",54558,24.74849,2.211253,70.87878,19.12537,1
"2018-06-28 10:31:00",54559,24.74612,2.196024,70.40051,19.01454,1
"2018-06-28 10:32:00",54560,24.79199,2.202827,70.42554,19.06415,1
"2018-06-28 10:33:00",54561,24.88096,2.194735,69.79512,19.00514,1
"2018-06-28 10:34:00",54562,25.0263,2.194786,69.19424,19.00546,1
"2018-06-28 10:35:00",54563,25.11278,2.196052,68.87841,19.01472,1
"2018-06-28 10:36:00",54564,25.137,2.207318,69.13213,19.09679,1
"2018-06-28 10:37:00",54565,25.13965,2.240427,70.15807,19.3358,1
"2018-06-28 10:38:00",54566,25.00561,2.172943,68.59009,18.84526,1
"2018-06-28 10:39:00",54567,25.0258,2.153631,67.89877,18.70246,1
"2018-06-28 10:40:00",54568,25.23528,2.186982,68.09484,18.94825,1
"2018-06-28 10:41:00",54569,25.52279,2.209252,67.62275,19.11068,1
"2018-06-28 10:42:00",54570,25.5448,2.224946,68.01461,19.22436,1
"2018-06-28 10:43:00",54571,25.41679,2.232153,68.75597,19.27635,1
"2018-06-28 10:44:00",54572,25.41479,2.229783,68.69093,19.25924,1
"2018-06-28 10:45:00",54573,25.42662,2.220859,68.36816,19.19491,1
"2018-06-28 10:46:00",54574,25.46968,2.231321,68.51463,19.27034,1
"2018-06-28 10:47:00",54575,25.68336,2.274224,68.9517,19.57648,1
"2018-06-28 10:48:00",54576,25.75225,2.310249,69.7588,19.82977,1
"2018-06-28 10:49:00",54577,25.56161,2.322533,70.92669,19.9152,1
"2018-06-28 10:50:00",54578,25.5209,2.278753,69.75835,19.60851,1
"2018-06-28 10:51:00",54579,25.60365,2.332705,71.0601,19.98581,1
"2018-06-28 10:52:00",54580,25.68501,2.308119,69.97276,19.81488,1
"2018-06-28 10:53:00",54581,25.69132,2.258183,68.43317,19.46262,1
"2018-06-28 10:54:00",54582,25.68437,2.289549,69.41232,19.68465,1
"2018-06-28 10:55:00",54583,25.65561,2.312929,70.24081,19.84842,1
"2018-06-28 10:56:00",54584,25.67298,2.270753,68.88897,19.55192,1
"2018-06-28 10:57:00",54585,25.86526,2.2931,68.77888,19.70966,1
"2018-06-28 10:58:00",54586,25.77931,2.251341,67.87099,19.41385,1
"2018-06-28 10:59:00",54587,25.7594,2.26009,68.21524,19.47623,1
"2018-06-28 11:00:00",54588,25.79254,2.301718,69.33489,19.77,1
"2018-06-28 11:01:00",54589,25.60876,2.250824,68.54494,19.41011,1
"2018-06-28 11:02:00",54590,25.48744,2.289437,70.22492,19.68387,1
"2018-06-28 11:03:00",54591,25.43314,2.285253,70.32299,19.6544,1
"2018-06-28 11:04:00",54592,25.42142,2.233864,68.78981,19.28867,1
"2018-06-28 11:05:00",54593,25.53778,2.227559,68.12305,19.24324,1
"2018-06-28 11:06:00",54594,25.55156,2.234484,68.27897,19.29309,1
"2018-06-28 11:07:00",54595,25.571,2.244394,68.50244,19.36413,1
"2018-06-28 11:08:00",54596,25.6372,2.241893,68.15804,19.34625,1
"2018-06-28 11:09:00",54597,25.5984,2.190318,66.74363,18.97286,1
"2018-06-28 11:10:00",54598,25.62182,2.190419,66.65411,18.97361,1
"2018-06-28 11:11:00",54599,25.65712,2.18483,66.34487,18.93266,1
"2018-06-28 11:12:00",54600,25.8067,2.206436,66.40884,19.09023,1
"2018-06-28 11:13:00",54601,26.04712,2.219618,65.86222,19.18594,1
"2018-06-28 11:14:00",54602,26.00505,2.226522,66.23169,19.23578,1
"2018-06-28 11:15:00",54603,26.14783,2.248312,66.31734,19.39215,1
"2018-06-28 11:16:00",54604,26.13202,2.294746,67.75062,19.72124,1
"2018-06-28 11:17:00",54605,26.06705,2.342239,69.4186,20.05168,1
"2018-06-28 11:18:00",54606,26.0399,2.262191,67.15405,19.49117,1
"2018-06-28 11:19:00",54607,25.97925,2.205408,65.70366,19.08286,1
"2018-06-28 11:20:00",54608,26.31186,2.243048,65.52035,19.35354,1
"2018-06-28 11:21:00",54609,26.9026,2.317918,65.39408,19.8826,1
