"TOA5","CR310_FCRWeir","CR300","5318","CR310.Std.08.01","CPU:CR310_20190422.CR300","472","FCRWeir"
"TIMESTAMP","RECORD","BattV","PTemp_C","AirTemp_C","Lvl_psi","wtr_weir"
"TS","RN","Volts","Deg C","Deg C","psi","deg C"
"","","Smp","Smp","Smp","Smp","Smp"
"2020-04-20 12:15:00",34920,12.21,14.67,16.44,0.432,12.9
"2020-04-20 12:30:00",34921,12.21,20.21,14.42,0.431,13.07
"2020-04-20 12:45:00",34922,12.23,18.13,16.57,0.431,13.09
"2020-04-20 13:00:00",34923,12.29,16.81,16.28,0.432,13.4
"2020-04-20 13:15:00",34924,12.33,16.99,16.88,0.431,13.72
"2020-04-20 13:30:00",34925,12.21,17.33,17.17,0.431,13.88
"2020-04-20 13:45:00",34926,12.22,17.35,17.26,0.431,14.04
"2020-04-20 14:00:00",34927,12.23,17.56,17.69,0.431,14.4
"2020-04-20 14:15:00",34928,12.22,18,18.32,0.431,14.5
"2020-04-20 14:30:00",34929,12.3,18.7,18.66,0.431,14.59
"2020-04-20 14:45:00",34930,12.24,18.62,18.78,0.43,14.46
"2020-04-20 15:00:00",34931,12.32,19.02,19.24,0.43,14.51
"2020-04-20 15:15:00",34932,12.32,19.26,18.82,0.43,14.45
"2020-04-20 15:30:00",34933,12.25,19.1,18.75,0.43,14.4
"2020-04-20 15:45:00",34934,12.33,18.91,18.61,0.43,14.37
"2020-04-20 16:00:00",34935,12.34,18.82,18.35,0.431,14.27
"2020-04-20 16:15:00",34936,12.3,18.45,18.1,0.43,14.17
"2020-04-20 16:30:00",34937,12.27,18.54,18.42,0.429,14.1
"2020-04-20 16:45:00",34938,12.31,18.49,18.01,0.429,13.89
"2020-04-20 17:00:00",34939,12.23,18.39,18.04,0.43,13.82
"2020-04-20 17:15:00",34940,12.21,18.39,18.06,0.43,13.68
"2020-04-20 17:30:00",34941,12.21,18.41,18.02,0.43,13.58
"2020-04-20 17:45:00",34942,12.22,18.22,17.77,0.429,13.47
"2020-04-20 18:00:00",34943,12.32,17.98,17.37,0.428,13.37
"2020-04-20 18:15:00",34944,12.21,17.44,16.68,0.428,13.27
"2020-04-20 18:30:00",34945,12.24,16.85,16.03,0.429,13.19
"2020-04-20 18:45:00",34946,12.27,16.24,15.35,0.428,13.12
"2020-04-20 19:00:00",34947,12.34,15.48,14.54,0.427,13.04
"2020-04-20 19:15:00",34948,12.28,14.73,13.8,0.426,12.95
"2020-04-20 19:30:00",34949,12.24,14.01,13.09,0.426,12.86
"2020-04-20 19:45:00",34950,12.25,13.4,12.58,0.426,12.76
"2020-04-20 20:00:00",34951,12.27,12.87,12.06,0.426,12.68
"2020-04-20 20:15:00",34952,12.26,12.54,11.77,0.426,12.6
"2020-04-20 20:30:00",34953,12.33,12.01,11.27,0.424,12.52
"2020-04-20 20:45:00",34954,12.29,11.71,11.03,0.425,12.46
"2020-04-20 21:00:00",34955,12.21,11.57,10.99,0.425,12.4
"2020-04-20 21:15:00",34956,12.31,11.49,10.94,0.425,12.36
"2020-04-20 21:30:00",34957,12.21,11.45,11,0.425,12.33
"2020-04-20 21:45:00",34958,12.3,11.5,10.99,0.424,12.31
"2020-04-20 22:00:00",34959,12.28,11.47,10.97,0.424,12.28
"2020-04-20 22:15:00",34960,12.29,11.45,11.01,0.424,12.25
"2020-04-20 22:30:00",34961,12.31,11.39,10.79,0.424,12.23
"2020-04-20 22:45:00",34962,12.24,11.26,10.69,0.423,12.21
"2020-04-20 23:00:00",34963,12.26,11.17,10.67,0.424,12.19
"2020-04-20 23:15:00",34964,12.23,11.22,10.63,0.423,12.16
