"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20210409.CR3","22105","ccre-met"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-04-19 15:54:00",14518,12.91,20.39,536.8,32.20635,96.86285,18.01,32.48,0,4.555,36.49,259,25.64,337.9,416.4,293.5,0.099
"2021-04-19 15:55:00",14519,12.96,20.4,548.3,32.89679,96.86475,17.91,28.72,0,4.536,19.73,263.6,26.39,336.9,416.3,293.4,0.1
"2021-04-19 15:56:00",14520,12.96,20.38,1171,70.28342,96.86581,17.94,30.57,0,4.467,27.63,592.6,64.4,338,417.4,293.5,0.108
"2021-04-19 15:57:00",14521,12.96,20.37,815,48.89072,96.86878,17.95,26.8,0,4.368,21.79,424.1,44.24,338.2,418.3,293.6,0.103
"2021-04-19 15:58:00",14522,12.92,20.35,642.2,38.53492,96.87226,18.01,27.12,0,3.806,20.44,301.5,29.37,336.7,417.5,293.6,0.097
"2021-04-19 15:59:00",14523,12.96,20.35,919,55.13618,96.87311,18.06,28.73,0,3.374,7.264,458,48.26,336.3,417.7,293.7,0.105
"2021-04-19 16:00:00",14524,12.96,20.36,872,52.33027,96.87048,18.1,26.63,0,4.727,16.77,448.6,45.62,335.6,418.3,293.8,0.099
"2021-04-19 16:01:00",14525,12.92,20.38,538,32.28022,96.86823,18.14,27.65,0,4.776,36.1,256.8,23.92,332.7,417.4,293.8,0.093
"2021-04-19 16:02:00",14526,12.96,20.38,513,30.77815,96.86984,18.13,26.42,0,4.415,13.07,243.9,23.07,331.3,416.9,293.7,0.095
"2021-04-19 16:03:00",14527,12.96,20.39,471.2,28.27093,96.87531,18.19,25.1,0,4.225,354.6,224.1,21.48,330.4,416.4,293.7,0.096
"2021-04-19 16:04:00",14528,12.92,20.42,448.8,26.92996,96.87555,18.27,24.85,0,4.688,0.101,212.9,20.87,330.4,416.1,293.7,0.098
"2021-04-19 16:05:00",14529,12.96,20.43,447.1,26.8245,96.88312,18.29,25.57,0,4.57,345.3,211.7,20.92,330.2,415.9,293.7,0.099
"2021-04-19 16:06:00",14530,12.96,20.44,453.7,27.22307,96.87641,18.27,27.47,0,4.805,333.2,215.7,21.54,330.5,416,293.7,0.1
"2021-04-19 16:07:00",14531,12.96,20.44,441.1,26.46654,96.87157,18.22,29.07,0,5.757,338.8,210.8,20.94,330.5,416,293.6,0.099
"2021-04-19 16:08:00",14532,12.93,20.43,421.6,25.29685,96.87811,18.19,31.78,0,5.334,343.5,200.6,19.37,330.6,415.7,293.6,0.097
"2021-04-19 16:09:00",14533,12.96,20.41,404.8,24.28829,96.88418,18.14,31.44,0,5.006,340.6,192.7,18.63,331.9,415.4,293.5,0.097
"2021-04-19 16:10:00",14534,12.96,20.39,401,24.05929,96.87373,18.09,27.42,0,6.53,346.8,191.2,18.45,334.5,415.3,293.4,0.097
"2021-04-19 16:11:00",14535,12.93,20.35,410,24.60298,96.87866,18.12,27.1,0,6.388,9.31,196.7,19.06,337.3,415.3,293.4,0.097
"2021-04-19 16:12:00",14536,12.96,20.32,426.1,25.56391,96.88798,18.1,27.6,0,4.56,0.095,205,19.63,339.2,415,293.3,0.096
"2021-04-19 16:13:00",14537,12.96,20.3,491.1,29.46507,96.8797,18.07,30.86,0,5.749,13.2,234.2,22.48,340.6,415,293.3,0.096
"2021-04-19 16:14:00",14538,12.92,20.27,481.6,28.89515,96.8924,18.07,30.55,0,4.908,345.1,236.6,22.25,339.7,414.8,293.3,0.094
"2021-04-19 16:15:00",14539,12.96,20.26,467.5,28.04712,96.88972,18.08,28.53,0,6.053,325.6,226.6,21,337.4,414.7,293.3,0.093
"2021-04-19 16:16:00",14540,12.96,20.25,448.5,26.90865,96.89709,18.1,24.78,0,5.673,315.1,215.5,19.72,333.8,414.2,293.3,0.092
"2021-04-19 16:17:00",14541,12.96,20.24,424.7,25.4835,96.89105,18.12,31.07,0,6.424,343.8,202.7,18.88,331.6,414.5,293.3,0.093
"2021-04-19 16:18:00",14542,12.93,20.21,412.4,24.74388,96.89707,18.07,28.48,0,6.069,340.6,196.2,18.37,330.5,414.4,293.2,0.094
"2021-04-19 16:19:00",14543,12.97,20.19,411.7,24.70077,96.89908,18.01,28.04,0,5.204,346.8,195.8,18.52,330.4,414.2,293.2,0.095
"2021-04-19 16:20:00",14544,12.97,20.16,408.4,24.50153,96.89306,18,31.89,0,5.535,0.018,194.7,18.31,330.1,414.1,293.2,0.094
