"TOA5","CR3000_CCRdam","CR3000","13423","CR3000.Std.32.05","CPU:CCRdam_20210409.CR3","22105","ccre-met"
"TIMESTAMP","RECORD","BattV","PTemp_C","PAR_Den_Avg","PAR_Tot_Tot","BP_kPa_Avg","AirTC_Avg","RH","Rain_mm_Tot","WS_ms_Avg","WindDir","SR01Up_Avg","SR01Dn_Avg","IR01UpCo_Avg","IR01DnCo_Avg","NR01TK_Avg","Albedo_Avg"
"TS","RN","Volts","Deg C","umol/s/m^2","mmol/m^2","kPa","Deg C","%","mm","meters/second","degrees","W/m^2","W/m^2","W/m^2","W/m^2","K","W/m^2"
"","","Smp","Smp","Avg","Tot","Avg","Avg","Smp","Tot","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-04-09 14:14:00",18,12.93,19.04,185.1,11.10407,97.43574,16.71,77.79,0,0.926,75.14,73.7,4.692,393.5,405.9,292.6,0.064
"2021-04-09 14:15:00",19,12.94,19.05,159.2,9.55017,97.44037,16.71,77.72,0,0.941,89.4,63.07,4.018,393.4,405.8,292.6,0.064
"2021-04-09 14:16:00",20,12.98,19.05,135.9,8.15656,97.44285,16.69,77.82,0,0.701,108.2,53.24,3.157,393.7,405.7,292.7,0.059
"2021-04-09 14:17:00",21,12.93,19.06,119.1,7.145444,97.45152,16.67,78.1,0,0.735,193.2,46.09,2.483,393.8,405.5,292.7,0.054
"2021-04-09 14:18:00",22,12.98,19.06,109.5,6.572038,97.45754,16.69,77.98,0,0.787,134.1,41.72,2.209,393.7,405.3,292.7,0.053
"2021-04-09 14:19:00",23,12.98,19.06,113.8,6.830731,97.45868,16.69,78.5,0,0.516,196.4,42.85,2.217,393.9,405.3,292.7,0.052
"2021-04-09 14:20:00",24,12.98,19.06,130.1,7.805324,97.45169,16.71,77.97,0,2.007,172.5,48.99,2.679,393.8,405.3,292.7,0.055
"2021-04-09 14:21:00",25,12.95,19.05,150.4,9.026767,97.44879,16.74,77.67,0,2.901,179.8,56.86,3.086,393.9,405.3,292.7,0.054
"2021-04-09 14:22:00",26,12.99,19.05,172.6,10.35594,97.4394,16.76,77.71,0,2.912,163.8,65.5,3.775,394,405.5,292.7,0.058
"2021-04-09 14:23:00",27,12.99,19.05,196.2,11.76997,97.4315,16.8,77.17,0,3.479,190.6,74.28,4.566,393.4,405.4,292.6,0.061
"2021-04-09 14:24:00",28,12.95,19.07,214.4,12.86243,97.4343,16.79,77.01,0,3.797,155.8,80.8,4.801,392.2,405.1,292.6,0.059
"2021-04-09 14:25:00",29,12.99,19.09,212.6,12.75462,97.43974,16.75,77.18,0,2.094,153,79.91,4.386,390.6,404.6,292.5,0.055
"2021-04-09 14:26:00",30,12.99,19.11,184.3,11.05737,97.44971,16.7,77.39,0,1.87,164,68.75,3.485,390.4,404.5,292.6,0.051
"2021-04-09 14:27:00",31,12.94,19.13,153.3,9.200644,97.45307,16.69,77.49,0,2.145,100.5,56.32,2.671,391.6,404.5,292.6,0.047
"2021-04-09 14:28:00",32,12.99,19.17,138.5,8.307491,97.45919,16.69,77.41,0,1.359,26.07,50.57,2.334,392.2,404.4,292.5,0.046
"2021-04-09 14:29:00",33,12.99,19.21,139,8.340591,97.45457,16.68,77.33,0,1.132,85.1,51.5,2.702,392.1,404.1,292.6,0.052
"2021-04-09 14:30:00",34,12.99,19.25,165,9.897074,97.44257,16.68,77.37,0,2.189,161.8,62.89,4.002,390.4,404.2,292.6,0.063
"2021-04-09 14:31:00",35,12.95,19.3,191.5,11.49169,97.42455,16.67,77.61,0,2.982,208,74.35,5.279,387,404.3,292.6,0.071
"2021-04-09 14:32:00",36,12.99,19.34,223.5,13.41213,97.40231,16.65,77.21,0,4.041,196.8,87.5,6.368,383.7,404.3,292.5,0.073
"2021-04-09 14:33:00",37,12.98,19.39,260.4,15.6226,97.39266,16.68,76.96,0,4.245,196.1,102.7,7.456,380,404.1,292.4,0.073
"2021-04-09 14:34:00",38,12.94,19.43,279.1,16.74819,97.39005,16.67,77.28,0,2.313,125.5,111,7.895,378,403.9,292.3,0.071
"2021-04-09 14:35:00",39,12.99,19.48,264.1,15.84652,97.39215,16.68,77.33,0,1.927,251,105.9,7.582,380,403.7,292.3,0.072
"2021-04-09 14:36:00",40,12.98,19.52,222.7,13.36289,97.40351,16.7,77.55,0,1.628,190.8,89,6.219,385.5,403.5,292.4,0.07
"2021-04-09 14:37:00",41,12.94,19.56,195.5,11.7326,97.41615,16.72,77.62,0,1.181,168,77.9,5.146,389.5,403.6,292.4,0.066
"2021-04-09 14:38:00",42,12.99,19.6,180.7,10.84201,97.42277,16.73,77.43,0,2.091,279.3,72.34,4.629,391.2,403.8,292.5,0.064
"2021-04-09 14:39:00",43,12.99,19.64,179.8,10.7903,97.43143,16.7,77.26,0,2.087,156.5,72.45,4.762,391.8,403.9,292.5,0.066
"2021-04-09 14:40:00",44,12.98,19.68,198.9,11.93625,97.43691,16.74,77.04,0,1.8,174.9,80.3,5.538,391.1,403.8,292.6,0.069
