"Plot Title: hobo23"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10647209, SEN S/N: 10647209)","Coupler Attached (LGR S/N: 10647209)","Host Connected (LGR S/N: 10647209)","Coupler Detached (LGR S/N: 10647209)","Stopped (LGR S/N: 10647209)","End Of File (LGR S/N: 10647209)"
1,06/20/19 02:00:00 PM,34.268,,,,,
2,06/20/19 02:10:00 PM,31.983,,,,,
3,06/20/19 02:20:00 PM,30.760,,,,,
4,06/20/19 02:30:00 PM,30.054,,,,,
5,06/20/19 02:40:00 PM,30.356,,,,,
6,06/20/19 02:50:00 PM,30.356,,,,,
7,06/20/19 03:00:00 PM,30.457,,,,,
8,06/20/19 03:10:00 PM,30.154,,,,,
9,06/20/19 03:20:00 PM,29.552,,,,,
10,06/20/19 03:30:00 PM,29.152,,,,,
11,06/20/19 03:40:00 PM,28.953,,,,,
12,06/20/19 03:50:00 PM,28.754,,,,,
13,06/20/19 04:00:00 PM,28.655,,,,,
14,06/20/19 04:10:00 PM,28.555,,,,,
15,06/20/19 04:20:00 PM,28.655,,,,,
16,06/20/19 04:30:00 PM,28.953,,,,,
17,06/20/19 04:40:00 PM,29.652,,,,,
18,06/20/19 04:50:00 PM,30.154,,,,,
19,06/20/19 05:00:00 PM,29.853,,,,,
20,06/20/19 05:10:00 PM,28.060,,,,,
21,06/20/19 05:20:00 PM,27.272,,,,,
22,06/20/19 05:30:00 PM,26.488,,,,,
23,06/20/19 05:40:00 PM,26.000,,,,,
24,06/20/19 05:50:00 PM,25.610,,,,,
25,06/20/19 06:00:00 PM,25.319,,,,,
26,06/20/19 06:10:00 PM,25.028,,,,,
27,06/20/19 06:20:00 PM,24.835,,,,,
28,06/20/19 06:30:00 PM,24.641,,,,,
29,06/20/19 06:40:00 PM,24.448,,,,,
30,06/20/19 06:50:00 PM,24.351,,,,,
31,06/20/19 07:00:00 PM,24.158,,,,,
32,06/20/19 07:10:00 PM,24.158,,,,,
33,06/20/19 07:20:00 PM,24.062,,,,,
34,06/20/19 07:30:00 PM,23.966,,,,,
35,06/20/19 07:40:00 PM,23.869,,,,,
36,06/20/19 07:50:00 PM,23.773,,,,,
37,06/20/19 08:00:00 PM,23.773,,,,,
38,06/20/19 08:10:00 PM,23.677,,,,,
39,06/20/19 08:20:00 PM,23.677,,,,,
40,06/20/19 08:30:00 PM,23.581,,,,,
41,06/20/19 08:40:00 PM,23.581,,,,,
42,06/20/19 08:50:00 PM,23.484,,,,,
43,06/20/19 09:00:00 PM,23.484,,,,,
44,06/20/19 09:10:00 PM,23.484,,,,,
45,06/20/19 09:20:00 PM,23.388,,,,,
46,06/20/19 09:30:00 PM,23.388,,,,,
47,06/20/19 09:40:00 PM,23.292,,,,,
48,06/20/19 09:50:00 PM,23.292,,,,,
49,06/20/19 10:00:00 PM,23.292,,,,,
50,06/20/19 10:10:00 PM,23.196,,,,,
51,06/20/19 10:20:00 PM,23.196,,,,,
52,06/20/19 10:30:00 PM,23.196,,,,,
53,06/20/19 10:40:00 PM,23.100,,,,,
54,06/20/19 10:50:00 PM,23.100,,,,,
55,06/20/19 11:00:00 PM,23.100,,,,,
56,06/20/19 11:10:00 PM,23.100,,,,,
57,06/20/19 11:20:00 PM,23.100,,,,,
58,06/20/19 11:30:00 PM,23.004,,,,,
59,06/20/19 11:40:00 PM,23.004,,,,,
60,06/20/19 11:50:00 PM,23.004,,,,,
61,06/21/19 12:00:00 AM,23.004,,,,,
62,06/21/19 12:10:00 AM,23.004,,,,,
63,06/21/19 12:20:00 AM,23.004,,,,,
64,06/21/19 12:30:00 AM,22.908,,,,,
65,06/21/19 12:40:00 AM,22.908,,,,,
66,06/21/19 12:50:00 AM,22.908,,,,,
67,06/21/19 01:00:00 AM,22.908,,,,,
68,06/21/19 01:10:00 AM,22.908,,,,,
69,06/21/19 01:20:00 AM,22.908,,,,,
70,06/21/19 01:30:00 AM,22.908,,,,,
71,06/21/19 01:40:00 AM,22.908,,,,,
72,06/21/19 01:50:00 AM,22.908,,,,,
73,06/21/19 02:00:00 AM,22.812,,,,,
74,06/21/19 02:10:00 AM,22.812,,,,,
75,06/21/19 02:20:00 AM,22.812,,,,,
76,06/21/19 02:30:00 AM,22.812,,,,,
77,06/21/19 02:40:00 AM,22.812,,,,,
78,06/21/19 02:50:00 AM,22.812,,,,,
79,06/21/19 03:00:00 AM,22.812,,,,,
80,06/21/19 03:10:00 AM,22.812,,,,,
81,06/21/19 03:20:00 AM,22.812,,,,,
82,06/21/19 03:30:00 AM,22.812,,,,,
83,06/21/19 03:40:00 AM,22.717,,,,,
84,06/21/19 03:50:00 AM,22.717,,,,,
85,06/21/19 04:00:00 AM,22.717,,,,,
86,06/21/19 04:10:00 AM,22.717,,,,,
87,06/21/19 04:20:00 AM,22.717,,,,,
88,06/21/19 04:30:00 AM,22.717,,,,,
89,06/21/19 04:40:00 AM,22.717,,,,,
90,06/21/19 04:50:00 AM,22.717,,,,,
91,06/21/19 05:00:00 AM,22.717,,,,,
92,06/21/19 05:10:00 AM,22.717,,,,,
93,06/21/19 05:20:00 AM,22.717,,,,,
94,06/21/19 05:30:00 AM,22.717,,,,,
95,06/21/19 05:40:00 AM,22.717,,,,,
96,06/21/19 05:50:00 AM,22.717,,,,,
97,06/21/19 06:00:00 AM,22.717,,,,,
98,06/21/19 06:10:00 AM,22.717,,,,,
99,06/21/19 06:20:00 AM,22.621,,,,,
100,06/21/19 06:30:00 AM,22.621,,,,,
101,06/21/19 06:40:00 AM,22.621,,,,,
102,06/21/19 06:50:00 AM,22.621,,,,,
103,06/21/19 07:00:00 AM,22.621,,,,,
104,06/21/19 07:10:00 AM,22.621,,,,,
105,06/21/19 07:20:00 AM,22.621,,,,,
106,06/21/19 07:30:00 AM,22.621,,,,,
107,06/21/19 07:40:00 AM,22.621,,,,,
108,06/21/19 07:50:00 AM,22.621,,,,,
109,06/21/19 08:00:00 AM,22.621,,,,,
110,06/21/19 08:10:00 AM,22.621,,,,,
111,06/21/19 08:20:00 AM,22.621,,,,,
112,06/21/19 08:30:00 AM,22.621,,,,,
113,06/21/19 08:40:00 AM,22.621,,,,,
114,06/21/19 08:50:00 AM,22.621,,,,,
115,06/21/19 09:00:00 AM,22.621,,,,,
116,06/21/19 09:10:00 AM,22.621,,,,,
117,06/21/19 09:20:00 AM,22.621,,,,,
118,06/21/19 09:30:00 AM,22.621,,,,,
119,06/21/19 09:40:00 AM,22.621,,,,,
120,06/21/19 09:50:00 AM,22.621,,,,,
121,06/21/19 10:00:00 AM,22.621,,,,,
122,06/21/19 10:10:00 AM,22.621,,,,,
123,06/21/19 10:20:00 AM,22.717,,,,,
124,06/21/19 10:30:00 AM,22.621,,,,,
125,06/21/19 10:40:00 AM,22.717,,,,,
126,06/21/19 10:50:00 AM,22.717,,,,,
127,06/21/19 11:00:00 AM,22.717,,,,,
128,06/21/19 11:10:00 AM,22.717,,,,,
129,06/21/19 11:20:00 AM,22.717,,,,,
130,06/21/19 11:30:00 AM,22.717,,,,,
131,06/21/19 11:40:00 AM,22.717,,,,,
132,06/21/19 11:50:00 AM,22.717,,,,,
133,06/21/19 12:00:00 PM,22.717,,,,,
134,06/21/19 12:10:00 PM,22.717,,,,,
135,06/21/19 12:20:00 PM,22.717,,,,,
136,06/21/19 12:30:00 PM,22.717,,,,,
137,06/21/19 12:40:00 PM,22.717,,,,,
138,06/21/19 12:50:00 PM,22.717,,,,,
139,06/21/19 01:00:00 PM,22.717,,,,,
140,06/21/19 01:10:00 PM,22.717,,,,,
141,06/21/19 01:20:00 PM,22.717,,,,,
142,06/21/19 01:30:00 PM,22.717,,,,,
143,06/21/19 01:40:00 PM,22.717,,,,,
144,06/21/19 01:50:00 PM,22.717,,,,,
145,06/21/19 02:00:00 PM,22.717,,,,,
146,06/21/19 02:10:00 PM,22.717,,,,,
147,06/21/19 02:20:00 PM,22.717,,,,,
148,06/21/19 02:30:00 PM,22.717,,,,,
149,06/21/19 02:40:00 PM,22.717,,,,,
150,06/21/19 02:50:00 PM,22.717,,,,,
151,06/21/19 03:00:00 PM,22.717,,,,,
152,06/21/19 03:10:00 PM,22.717,,,,,
153,06/21/19 03:20:00 PM,22.812,,,,,
154,06/21/19 03:30:00 PM,22.717,,,,,
155,06/21/19 03:40:00 PM,22.812,,,,,
156,06/21/19 03:50:00 PM,22.812,,,,,
157,06/21/19 04:00:00 PM,22.812,,,,,
158,06/21/19 04:10:00 PM,22.812,,,,,
159,06/21/19 04:20:00 PM,22.812,,,,,
160,06/21/19 04:30:00 PM,22.812,,,,,
161,06/21/19 04:40:00 PM,22.812,,,,,
162,06/21/19 04:50:00 PM,22.812,,,,,
163,06/21/19 05:00:00 PM,22.812,,,,,
164,06/21/19 05:10:00 PM,22.812,,,,,
165,06/21/19 05:20:00 PM,22.812,,,,,
166,06/21/19 05:30:00 PM,22.812,,,,,
167,06/21/19 05:40:00 PM,22.812,,,,,
168,06/21/19 05:50:00 PM,22.812,,,,,
169,06/21/19 06:00:00 PM,22.812,,,,,
170,06/21/19 06:10:00 PM,22.812,,,,,
171,06/21/19 06:20:00 PM,22.812,,,,,
172,06/21/19 06:30:00 PM,22.908,,,,,
173,06/21/19 06:40:00 PM,22.812,,,,,
174,06/21/19 06:50:00 PM,22.812,,,,,
175,06/21/19 07:00:00 PM,22.812,,,,,
176,06/21/19 07:10:00 PM,22.812,,,,,
177,06/21/19 07:20:00 PM,22.812,,,,,
178,06/21/19 07:30:00 PM,22.812,,,,,
179,06/21/19 07:40:00 PM,22.812,,,,,
180,06/21/19 07:50:00 PM,22.812,,,,,
181,06/21/19 08:00:00 PM,22.908,,,,,
182,06/21/19 08:10:00 PM,22.908,,,,,
183,06/21/19 08:20:00 PM,22.908,,,,,
184,06/21/19 08:30:00 PM,22.812,,,,,
185,06/21/19 08:40:00 PM,22.908,,,,,
186,06/21/19 08:50:00 PM,22.908,,,,,
187,06/21/19 09:00:00 PM,22.908,,,,,
188,06/21/19 09:10:00 PM,22.908,,,,,
189,06/21/19 09:20:00 PM,22.908,,,,,
190,06/21/19 09:30:00 PM,22.908,,,,,
191,06/21/19 09:40:00 PM,22.908,,,,,
192,06/21/19 09:50:00 PM,22.908,,,,,
193,06/21/19 10:00:00 PM,22.908,,,,,
194,06/21/19 10:10:00 PM,22.812,,,,,
195,06/21/19 10:20:00 PM,22.812,,,,,
196,06/21/19 10:30:00 PM,22.812,,,,,
197,06/21/19 10:40:00 PM,22.812,,,,,
198,06/21/19 10:50:00 PM,22.812,,,,,
199,06/21/19 11:00:00 PM,22.812,,,,,
200,06/21/19 11:10:00 PM,22.812,,,,,
201,06/21/19 11:20:00 PM,22.812,,,,,
202,06/21/19 11:30:00 PM,22.812,,,,,
203,06/21/19 11:40:00 PM,22.812,,,,,
204,06/21/19 11:50:00 PM,22.812,,,,,
205,06/22/19 12:00:00 AM,22.812,,,,,
206,06/22/19 12:10:00 AM,22.812,,,,,
207,06/22/19 12:20:00 AM,22.812,,,,,
208,06/22/19 12:30:00 AM,22.812,,,,,
209,06/22/19 12:40:00 AM,22.812,,,,,
210,06/22/19 12:50:00 AM,22.812,,,,,
211,06/22/19 01:00:00 AM,22.812,,,,,
212,06/22/19 01:10:00 AM,22.812,,,,,
213,06/22/19 01:20:00 AM,22.812,,,,,
214,06/22/19 01:30:00 AM,22.812,,,,,
215,06/22/19 01:40:00 AM,22.812,,,,,
216,06/22/19 01:50:00 AM,22.812,,,,,
217,06/22/19 02:00:00 AM,22.812,,,,,
218,06/22/19 02:10:00 AM,22.812,,,,,
219,06/22/19 02:20:00 AM,22.812,,,,,
220,06/22/19 02:30:00 AM,22.812,,,,,
221,06/22/19 02:40:00 AM,22.812,,,,,
222,06/22/19 02:50:00 AM,22.812,,,,,
223,06/22/19 03:00:00 AM,22.812,,,,,
224,06/22/19 03:10:00 AM,22.812,,,,,
225,06/22/19 03:20:00 AM,22.812,,,,,
226,06/22/19 03:30:00 AM,22.812,,,,,
227,06/22/19 03:40:00 AM,22.812,,,,,
228,06/22/19 03:50:00 AM,22.812,,,,,
229,06/22/19 04:00:00 AM,22.812,,,,,
230,06/22/19 04:10:00 AM,22.812,,,,,
231,06/22/19 04:20:00 AM,22.812,,,,,
232,06/22/19 04:30:00 AM,22.717,,,,,
233,06/22/19 04:40:00 AM,22.717,,,,,
234,06/22/19 04:50:00 AM,22.812,,,,,
235,06/22/19 05:00:00 AM,22.717,,,,,
236,06/22/19 05:10:00 AM,22.717,,,,,
237,06/22/19 05:20:00 AM,22.717,,,,,
238,06/22/19 05:30:00 AM,22.717,,,,,
239,06/22/19 05:40:00 AM,22.717,,,,,
240,06/22/19 05:50:00 AM,22.717,,,,,
241,06/22/19 06:00:00 AM,22.717,,,,,
242,06/22/19 06:10:00 AM,22.717,,,,,
243,06/22/19 06:20:00 AM,22.717,,,,,
244,06/22/19 06:30:00 AM,22.717,,,,,
245,06/22/19 06:40:00 AM,22.717,,,,,
246,06/22/19 06:50:00 AM,22.717,,,,,
247,06/22/19 07:00:00 AM,22.717,,,,,
248,06/22/19 07:10:00 AM,22.717,,,,,
249,06/22/19 07:20:00 AM,22.717,,,,,
250,06/22/19 07:30:00 AM,22.717,,,,,
251,06/22/19 07:40:00 AM,22.717,,,,,
252,06/22/19 07:50:00 AM,22.717,,,,,
253,06/22/19 08:00:00 AM,22.717,,,,,
254,06/22/19 08:10:00 AM,22.717,,,,,
255,06/22/19 08:20:00 AM,22.717,,,,,
256,06/22/19 08:30:00 AM,22.717,,,,,
257,06/22/19 08:40:00 AM,22.717,,,,,
258,06/22/19 08:50:00 AM,22.717,,,,,
259,06/22/19 09:00:00 AM,22.621,,,,,
260,06/22/19 09:10:00 AM,22.621,,,,,
261,06/22/19 09:20:00 AM,22.621,,,,,
262,06/22/19 09:30:00 AM,22.621,,,,,
263,06/22/19 09:40:00 AM,22.621,,,,,
264,06/22/19 09:50:00 AM,22.621,,,,,
265,06/22/19 10:00:00 AM,22.621,,,,,
